0;Chiffre;0;0;0;
1;Chiffre;1;0;0;
2;Chiffre;2;0;0;
3;Chiffre;3;0;0;
4;Chiffre;4;0;0;
5;Chiffre;5;0;0;
6;Chiffre;6 et 9;0;0;
7;Chiffre;7;0;0;
8;Chiffre;8;0;0;
9;Decoupe;Bleu;0;0;
